idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia
67,1957-04-02,Sergipe,2219.71,Ensino Médio,1,Divorciado,Comércio,1
40,1983-08-16,Rio de Janeiro,7640.67,Ensino Superior,0,Casado,Saúde,6
36,1987-11-22,Sergipe,7025.06,Ensino Médio,2,Solteiro,Indústria,0
49,1974-11-12,Piauí,10389.18,Ensino Médio,0,Casado,Saúde,12
35,1989-01-05,Roraima,4241.82,Ensino Fundamental,2,Casado,Educação,12
27,1996-09-26,Santa Catarina,4966.87,Ensino Médio,1,Casado,Comércio,6
49,1974-06-13,Rio de Janeiro,11659.52,Ensino Médio,0,Casado,Saúde,30
32,1991-11-07,Espírito Santo,6670.67,Ensino Médio,1,Casado,Indústria,7
27,1996-10-16,Tocantins,6740.22,Ensino Superior,1,Casado,Tecnologia,8
43,1981-03-21,Pará,9357.8,Ensino Médio,3,Casado,Saúde,12
29,1994-05-23,Paraíba,3173.47,Ensino Médio,2,Casado,Educação,9
40,1983-09-06,Sergipe,8822.92,Ensino Superior,1,Casado,Educação,6
63,1960-04-25,Mato Grosso,12782.56,Ensino Superior,0,Casado,Saúde,34
23,2000-11-03,Roraima,4835.56,Ensino Médio,0,Casado,Educação,0
20,2003-10-13,Rio Grande do Norte,2844.53,Ensino Médio,0,Casado,Indústria,1
52,1972-04-07,Maranhão,7895.85,Ensino Fundamental,1,Solteiro,Tecnologia,31
46,1978-01-16,Tocantins,10031.17,Ensino Superior,1,Casado,Educação,26
52,1971-04-18,Rio de Janeiro,5104.98,Ensino Médio,1,Casado,Indústria,28
44,1980-02-04,Maranhão,8164.97,Ensino Médio,0,Casado,Educação,19
55,1969-02-22,Paraíba,9659.57,Ensino Médio,2,Solteiro,Indústria,25
47,1976-06-18,Acre,5308.43,Ensino Médio,1,Casado,Educação,7
19,2004-06-29,Mato Grosso do Sul,6255.09,Ensino Médio,2,Casado,Indústria,0
41,1982-04-20,Santa Catarina,5554.4,Ensino Fundamental,0,Casado,Indústria,15
46,1977-05-15,Ceará,2315.53,Ensino Fundamental,2,Casado,Comércio,13
50,1973-09-07,Pará,3767.75,Ensino Médio,1,Casado,Tecnologia,2
29,1995-02-12,Pernambuco,3111.46,Ensino Fundamental,1,Casado,Indústria,6
28,1995-10-12,Alagoas,3884.77,Ensino Fundamental,2,Casado,Tecnologia,3
62,1961-09-07,Tocantins,11821.87,Ensino Médio,0,Casado,Comércio,41
43,1980-06-19,Tocantins,4261.43,Ensino Fundamental,0,Solteiro,Comércio,23
23,2001-03-09,Tocantins,9327.88,Ensino Superior,0,Casado,Comércio,3
24,1999-10-08,Paraíba,9797.17,Ensino Superior,0,Solteiro,Comércio,4
49,1974-10-23,Minas Gerais,6676.2,Ensino Médio,0,Casado,Saúde,25
26,1997-10-06,Sergipe,5441.66,Ensino Médio,1,Divorciado,Tecnologia,2
19,2004-05-12,Tocantins,3539.02,Ensino Fundamental,0,Casado,Tecnologia,1
22,2001-06-13,Goiás,3843.54,Ensino Médio,0,Casado,Comércio,0
31,1992-05-10,Pernambuco,3457.73,Ensino Superior,0,Divorciado,Comércio,1
20,2004-02-19,Rondônia,8249.81,Ensino Superior,5,Casado,Educação,2
34,1989-09-04,Amazonas,7855.68,Ensino Superior,0,Casado,Tecnologia,1
24,2000-03-23,Santa Catarina,4024.74,Ensino Superior,0,Solteiro,Indústria,3
30,1993-06-25,Rio Grande do Sul,4188.76,Ensino Médio,1,Casado,Comércio,3
51,1972-08-31,Sergipe,7647.11,Ensino Médio,0,Casado,Saúde,30
49,1974-10-22,Acre,8057.13,Ensino Superior,3,Solteiro,Educação,19
36,1987-04-30,Sergipe,4616.14,Ensino Médio,0,Divorciado,Indústria,9
47,1977-02-25,Roraima,7100.38,Ensino Médio,2,Solteiro,Comércio,29
27,1996-07-10,Rondônia,5772.87,Ensino Médio,1,Solteiro,Indústria,9
22,2001-04-29,Tocantins,2762.63,Ensino Médio,1,Casado,Educação,2
47,1976-05-23,Pernambuco,5118.9,Ensino Médio,0,Solteiro,Comércio,4
19,2005-02-27,Rio de Janeiro,3890.44,Ensino Médio,0,Casado,Tecnologia,1
38,1985-11-13,Acre,5544.68,Ensino Médio,2,Casado,Saúde,10
36,1987-04-15,Piauí,5049.7,Ensino Médio,1,Solteiro,Educação,9
44,1979-05-30,Amazonas,4388.64,Ensino Médio,1,Casado,Comércio,6
41,1982-05-12,Minas Gerais,7801.49,Ensino Médio,0,Divorciado,Comércio,7
64,1959-10-01,Maranhão,12466.3,Ensino Médio,1,Casado,Indústria,25
20,2003-11-17,Bahia,8594.3,Ensino Superior,0,Casado,Saúde,0
41,1982-08-25,Acre,3633.18,Ensino Médio,3,Casado,Comércio,16
35,1989-03-09,Rondônia,2875.9,Ensino Médio,0,Casado,Indústria,1
23,2000-07-09,Rio de Janeiro,6411.53,Ensino Médio,2,Solteiro,Tecnologia,4
53,1970-07-14,Distrito Federal,7082.15,Ensino Médio,0,Viúvo,Saúde,30
30,1993-12-29,Tocantins,4214.36,Ensino Médio,3,Solteiro,Indústria,11
20,2003-09-30,Sergipe,6441.63,Ensino Médio,4,Casado,Indústria,2
46,1978-02-07,Alagoas,8613.57,Ensino Superior,4,Casado,Tecnologia,8
29,1994-06-28,São Paulo,11246.72,Pós-graduação,0,Casado,Saúde,7
20,2003-07-14,Pará,8897.25,Ensino Superior,1,Casado,Indústria,2
42,1981-04-24,Santa Catarina,4808.87,Ensino Fundamental,0,Casado,Comércio,7
50,1973-10-16,Paraíba,8372.32,Ensino Médio,1,Solteiro,Tecnologia,9
24,2000-01-08,Paraná,3631.17,Ensino Médio,0,Casado,Tecnologia,1
36,1987-05-26,Bahia,3040.7,Ensino Médio,2,Solteiro,Comércio,0
19,2005-02-24,Acre,8147.56,Ensino Superior,1,Solteiro,Saúde,0
45,1979-03-01,Amapá,5312.28,Ensino Médio,0,Casado,Tecnologia,12
78,1946-01-31,Roraima,3938.02,Ensino Fundamental,3,Casado,Educação,26
19,2004-04-13,Rondônia,3493.23,Ensino Médio,0,Viúvo,Comércio,0
36,1987-06-29,São Paulo,7119.12,Ensino Médio,2,Solteiro,Comércio,18
29,1994-06-23,Tocantins,13648.14,Ensino Superior,3,Casado,Tecnologia,7
20,2003-12-28,Paraíba,4867.23,Ensino Superior,0,Solteiro,Tecnologia,2
53,1970-11-28,Piauí,5143.06,Ensino Médio,1,Casado,Saúde,32
26,1997-06-18,Espírito Santo,6182.52,Ensino Superior,0,Casado,Tecnologia,5
56,1968-02-17,Mato Grosso,13064.06,Ensino Médio,0,Casado,Indústria,38
60,1963-11-20,Maranhão,14536.95,Ensino Médio,3,Casado,Tecnologia,26
57,1967-01-26,Tocantins,7537.0,Ensino Médio,0,Solteiro,Comércio,18
35,1988-04-28,Paraíba,5561.38,Ensino Médio,2,Divorciado,Indústria,7
30,1994-03-31,Sergipe,6054.74,Ensino Médio,3,Casado,Saúde,12
32,1992-03-29,Rio de Janeiro,2803.21,Ensino Fundamental,0,Casado,Saúde,4
23,2000-08-28,Distrito Federal,7902.07,Ensino Superior,1,Casado,Saúde,3
30,1994-02-12,Rio Grande do Norte,9203.61,Ensino Médio,1,Divorciado,Tecnologia,4
52,1971-09-08,Tocantins,12225.69,Ensino Superior,0,Solteiro,Educação,11
53,1970-08-21,Mato Grosso,4581.14,Ensino Fundamental,0,Casado,Comércio,20
54,1969-11-09,Rio Grande do Sul,14139.78,Ensino Médio,0,Solteiro,Saúde,35
57,1966-07-30,Rio Grande do Norte,19364.61,Ensino Superior,0,Divorciado,Saúde,35
33,1991-01-08,Amazonas,5627.53,Ensino Fundamental,0,Casado,Indústria,14
85,1939-01-12,Maranhão,2399.81,Ensino Fundamental,1,Casado,Saúde,19
52,1971-07-29,São Paulo,7620.19,Ensino Superior,0,Casado,Educação,21
36,1988-02-17,Alagoas,5762.82,Ensino Médio,1,Casado,Saúde,3
24,1999-08-22,Goiás,5602.99,Ensino Médio,1,Solteiro,Comércio,5
28,1995-04-18,Paraná,3953.11,Ensino Médio,2,Casado,Saúde,8
33,1990-11-22,Ceará,6008.02,Ensino Médio,2,Casado,Educação,11
50,1973-08-31,Rio de Janeiro,5741.63,Ensino Médio,1,Solteiro,Indústria,3
45,1979-03-15,Rondônia,3195.7,Ensino Fundamental,0,Solteiro,Educação,1
32,1992-04-06,Espírito Santo,6251.27,Ensino Médio,2,Casado,Tecnologia,7
60,1963-10-05,Amazonas,5858.15,Ensino Superior,0,Casado,Educação,17
20,2003-10-21,Rio Grande do Norte,3096.03,Ensino Fundamental,0,Solteiro,Comércio,2
31,1993-04-03,Alagoas,4669.95,Ensino Médio,0,Casado,Indústria,13
53,1970-09-05,Distrito Federal,5845.92,Ensino Médio,0,Casado,Comércio,19
37,1986-04-23,Santa Catarina,5577.39,Ensino Superior,2,Casado,Educação,3
29,1994-06-24,Minas Gerais,2614.1,Ensino Médio,0,Solteiro,Indústria,3
26,1997-06-03,São Paulo,9527.39,Ensino Superior,1,Solteiro,Saúde,2
22,2002-03-06,Distrito Federal,4832.78,Ensino Médio,3,Casado,Comércio,2
23,2001-01-06,Amapá,8526.08,Ensino Superior,0,Solteiro,Educação,1
18,2005-11-26,Alagoas,2713.3,Ensino Médio,0,Casado,Comércio,0
51,1972-05-17,Rio de Janeiro,5402.2,Ensino Médio,0,Casado,Comércio,10
38,1985-09-30,Maranhão,5192.06,Ensino Fundamental,0,Casado,Comércio,13
55,1968-09-30,Ceará,9160.87,Ensino Médio,0,Solteiro,Saúde,10
18,2005-04-25,Mato Grosso,1635.23,Ensino Fundamental,0,Solteiro,Comércio,0
28,1996-03-12,Ceará,10360.85,Ensino Superior,0,Solteiro,Comércio,9
88,1935-12-25,Amazonas,12948.81,Ensino Médio,0,Casado,Educação,46
50,1973-09-18,Minas Gerais,5857.98,Ensino Médio,2,Divorciado,Indústria,31
44,1979-07-05,Rio Grande do Norte,5772.38,Ensino Fundamental,1,Casado,Indústria,23
25,1999-03-12,Rondônia,2472.53,Ensino Médio,0,Solteiro,Educação,1
25,1998-10-10,Santa Catarina,1630.43,Ensino Fundamental,1,Solteiro,Educação,2
40,1984-02-21,Paraná,3008.75,Ensino Médio,1,Solteiro,Educação,10
32,1991-10-30,Rio de Janeiro,2546.09,Ensino Fundamental,1,Casado,Comércio,4
42,1981-08-22,Espírito Santo,7538.18,Ensino Médio,0,Casado,Saúde,16
19,2004-12-29,Pará,5087.61,Ensino Médio,1,Casado,Comércio,1
48,1975-06-09,Santa Catarina,4337.08,Ensino Médio,1,Divorciado,Educação,3
30,1993-07-30,Maranhão,7207.15,Ensino Médio,1,Solteiro,Tecnologia,0
37,1986-08-19,Mato Grosso do Sul,10303.57,Ensino Superior,0,Casado,Comércio,19
84,1940-02-07,Piauí,2359.41,Ensino Fundamental,3,Casado,Comércio,40
26,1997-05-06,Amapá,6217.9,Ensino Médio,0,Solteiro,Saúde,6
44,1979-06-07,Paraná,5838.2,Ensino Superior,1,Casado,Indústria,4
41,1983-04-06,Roraima,4265.41,Ensino Fundamental,0,Divorciado,Indústria,6
30,1994-03-10,Santa Catarina,4431.76,Ensino Médio,0,Solteiro,Indústria,2
60,1963-05-21,Paraíba,8616.62,Ensino Médio,2,Casado,Indústria,28
27,1996-08-22,Maranhão,4152.53,Ensino Médio,0,Casado,Comércio,5
63,1960-11-15,São Paulo,9375.34,Ensino Superior,2,Solteiro,Educação,5
26,1997-07-12,Piauí,6948.01,Pós-graduação,0,Solteiro,Educação,7
27,1996-04-19,Acre,3224.54,Ensino Médio,0,Casado,Indústria,2
58,1965-06-16,Paraíba,7746.52,Ensino Fundamental,0,Casado,Tecnologia,34
52,1971-06-25,Santa Catarina,10907.76,Ensino Superior,2,Casado,Tecnologia,0
44,1979-11-06,Rio Grande do Norte,7140.97,Ensino Médio,0,Casado,Saúde,14
20,2003-09-28,Rio de Janeiro,7817.11,Ensino Médio,3,Casado,Tecnologia,2
34,1989-09-28,Pará,2500.81,Ensino Fundamental,0,Casado,Indústria,5
26,1998-03-28,Goiás,12943.68,Pós-graduação,0,Viúvo,Indústria,5
19,2004-12-27,Goiás,2421.77,Ensino Médio,1,Casado,Comércio,1
28,1995-07-24,Rio Grande do Norte,5167.52,Ensino Médio,0,Casado,Comércio,5
25,1998-08-03,Espírito Santo,2421.01,Ensino Fundamental,2,Casado,Educação,7
41,1982-05-18,Amazonas,3818.91,Ensino Superior,3,Casado,Educação,6
19,2004-07-28,Espírito Santo,3978.55,Ensino Médio,2,Casado,Indústria,0
22,2001-06-30,Pará,15691.2,Pós-graduação,2,Solteiro,Tecnologia,0
53,1970-08-08,Pernambuco,4235.64,Ensino Fundamental,3,Casado,Comércio,12
68,1955-06-04,Acre,14286.0,Ensino Médio,0,Solteiro,Indústria,36
46,1977-07-16,Mato Grosso do Sul,3538.08,Ensino Médio,0,Casado,Indústria,1
35,1989-03-18,Paraná,10678.78,Ensino Superior,0,Casado,Tecnologia,6
45,1978-11-02,Maranhão,16389.45,Pós-graduação,2,Casado,Educação,14
22,2001-10-27,Pará,4793.09,Ensino Superior,0,Casado,Comércio,3
48,1976-03-09,Paraíba,4409.92,Ensino Fundamental,1,Casado,Educação,11
59,1964-07-20,Rio de Janeiro,5486.02,Ensino Fundamental,0,Solteiro,Comércio,13
45,1978-09-06,Amazonas,4812.46,Ensino Médio,1,Casado,Saúde,4
38,1985-08-03,Rio de Janeiro,5801.21,Ensino Médio,2,Casado,Tecnologia,19
48,1975-09-18,Pernambuco,7950.51,Ensino Médio,0,Casado,Tecnologia,18
18,2005-12-17,São Paulo,4383.0,Ensino Superior,1,Solteiro,Comércio,0
74,1949-07-24,Goiás,6022.21,Ensino Médio,1,Casado,Educação,38
35,1988-09-10,Paraná,9149.54,Ensino Médio,0,Casado,Indústria,14
30,1993-12-16,Pará,2806.97,Ensino Fundamental,1,Casado,Tecnologia,5
64,1959-06-26,Goiás,5348.94,Ensino Superior,0,Solteiro,Educação,11
42,1981-10-28,Ceará,4753.98,Ensino Médio,0,Casado,Comércio,8
18,2005-04-26,Alagoas,4389.96,Ensino Médio,0,Casado,Indústria,0
59,1964-05-13,Amapá,6652.02,Ensino Fundamental,1,Casado,Saúde,20
24,2000-03-27,Tocantins,3178.08,Ensino Fundamental,2,Divorciado,Indústria,2
18,2005-08-31,Mato Grosso do Sul,4291.68,Ensino Médio,0,Solteiro,Comércio,0
63,1960-08-22,Roraima,14913.37,Ensino Médio,0,Casado,Saúde,35
41,1982-09-24,Pará,4622.23,Ensino Superior,1,Solteiro,Educação,12
52,1972-02-01,Distrito Federal,12837.38,Ensino Superior,0,Casado,Comércio,32
23,2000-12-08,Espírito Santo,1620.68,Ensino Fundamental,1,Casado,Comércio,2
42,1982-04-03,Roraima,6660.96,Ensino Médio,2,Solteiro,Indústria,11
59,1964-07-09,Paraná,9547.62,Ensino Médio,0,Casado,Comércio,23
47,1977-01-27,Rio Grande do Sul,17052.39,Ensino Superior,0,Casado,Tecnologia,21
51,1972-07-19,Goiás,5709.47,Ensino Fundamental,0,Casado,Comércio,18
57,1966-07-19,Ceará,5118.18,Ensino Médio,0,Casado,Educação,2
25,1998-10-05,Pernambuco,7879.74,Pós-graduação,1,Casado,Comércio,1
22,2001-04-13,Mato Grosso do Sul,4532.74,Ensino Médio,2,Solteiro,Tecnologia,3
29,1994-11-22,Minas Gerais,5176.72,Ensino Médio,0,Casado,Educação,2
63,1960-05-24,Goiás,15364.07,Ensino Superior,2,Solteiro,Educação,31
31,1992-05-27,Tocantins,5728.94,Ensino Fundamental,0,Casado,Tecnologia,5
21,2002-06-18,Minas Gerais,4911.93,Ensino Superior,0,Casado,Indústria,0
20,2004-02-26,Bahia,7947.52,Ensino Superior,2,Solteiro,Comércio,2
21,2002-07-05,Rio de Janeiro,7890.16,Ensino Superior,2,Casado,Educação,1
26,1998-03-06,Alagoas,9881.28,Ensino Superior,1,Casado,Comércio,4
23,2001-04-06,Espírito Santo,5586.95,Ensino Médio,0,Solteiro,Comércio,1
54,1970-01-19,Paraíba,13124.68,Ensino Superior,1,Casado,Saúde,14
51,1972-07-09,Paraná,9932.06,Ensino Médio,1,Casado,Saúde,19
60,1963-06-09,São Paulo,8459.32,Ensino Superior,1,Solteiro,Indústria,4
31,1993-01-30,Sergipe,7606.55,Ensino Médio,2,Divorciado,Saúde,0
41,1982-07-27,Rio de Janeiro,4322.93,Ensino Médio,0,Solteiro,Educação,0
50,1973-06-01,Mato Grosso do Sul,19731.9,Pós-graduação,0,Casado,Saúde,26
31,1993-02-09,Acre,5257.57,Ensino Médio,1,Casado,Tecnologia,6
24,2000-01-24,Rondônia,1768.48,Ensino Fundamental,1,Solteiro,Educação,0
35,1988-11-13,Sergipe,4726.17,Ensino Fundamental,0,Casado,Comércio,13
48,1975-05-01,Pará,7782.28,Ensino Médio,0,Divorciado,Educação,9
18,2005-08-29,Paraíba,4855.48,Ensino Médio,1,Solteiro,Saúde,0
65,1958-04-14,Rio Grande do Norte,16838.64,Ensino Superior,2,Casado,Saúde,16
48,1975-09-13,Maranhão,12307.0,Ensino Médio,0,Casado,Tecnologia,17
29,1994-06-21,Amapá,2680.65,Ensino Médio,1,Casado,Comércio,8
21,2002-05-22,Tocantins,8404.23,Ensino Superior,0,Solteiro,Indústria,1
44,1979-10-14,Santa Catarina,14544.68,Ensino Superior,0,Casado,Comércio,19
38,1985-05-14,Sergipe,1998.04,Ensino Fundamental,0,Casado,Educação,12
63,1961-01-08,Amazonas,12222.85,Ensino Superior,3,Casado,Comércio,41
62,1961-11-01,Rio de Janeiro,6480.73,Ensino Médio,2,Divorciado,Comércio,8
26,1997-05-08,Acre,3794.06,Ensino Médio,2,Solteiro,Tecnologia,2
38,1985-09-06,Amazonas,8952.2,Ensino Superior,0,Divorciado,Educação,19
58,1965-07-17,Espírito Santo,5155.33,Ensino Fundamental,2,Solteiro,Comércio,9
38,1986-02-03,Paraíba,2610.19,Ensino Fundamental,1,Casado,Saúde,3
27,1996-09-17,Pará,14284.65,Pós-graduação,0,Casado,Tecnologia,2
32,1991-09-03,Maranhão,6333.38,Ensino Médio,3,Solteiro,Comércio,11
42,1981-06-17,Sergipe,14735.62,Pós-graduação,3,Casado,Comércio,9
61,1962-09-21,Rio de Janeiro,8029.31,Ensino Médio,1,Casado,Indústria,2
28,1995-09-11,Paraíba,8236.51,Ensino Superior,1,Solteiro,Saúde,1
18,2005-07-26,Ceará,2910.37,Ensino Médio,0,Casado,Saúde,0
34,1989-08-13,Mato Grosso,9397.51,Ensino Superior,2,Solteiro,Indústria,2
50,1974-03-29,Goiás,11284.78,Ensino Médio,0,Solteiro,Saúde,28
28,1996-04-11,Rio Grande do Norte,6475.68,Ensino Superior,2,Solteiro,Saúde,9
40,1983-11-03,Paraná,6358.77,Ensino Superior,2,Casado,Saúde,7
43,1980-08-21,Sergipe,5605.69,Ensino Médio,1,Solteiro,Saúde,12
56,1968-04-07,Pará,8188.75,Ensino Superior,0,Solteiro,Comércio,10
23,2000-07-22,Piauí,2527.72,Ensino Fundamental,3,Solteiro,Indústria,4
76,1947-08-22,Mato Grosso,10869.84,Ensino Médio,0,Solteiro,Comércio,52
20,2004-01-07,Piauí,2103.22,Ensino Fundamental,2,Divorciado,Indústria,1
62,1961-08-06,Bahia,4220.72,Ensino Médio,0,Solteiro,Comércio,2
47,1977-01-31,Rio Grande do Norte,15048.2,Ensino Superior,0,Solteiro,Saúde,23
30,1993-09-06,Espírito Santo,6207.28,Ensino Médio,0,Casado,Educação,9
34,1989-05-03,Paraíba,4028.68,Ensino Médio,0,Divorciado,Tecnologia,4
46,1977-07-31,Tocantins,5604.54,Ensino Médio,2,Casado,Saúde,18
41,1982-07-22,Rio Grande do Norte,14324.03,Ensino Superior,0,Casado,Indústria,20
37,1986-07-16,Rio Grande do Sul,2762.19,Ensino Fundamental,0,Viúvo,Indústria,3
36,1987-08-16,Roraima,10038.52,Ensino Superior,3,Casado,Educação,8
61,1963-03-28,Bahia,4207.44,Ensino Médio,3,Casado,Comércio,19
20,2003-09-02,Bahia,2636.82,Ensino Médio,1,Divorciado,Comércio,1
84,1940-01-14,São Paulo,8340.75,Ensino Médio,0,Casado,Tecnologia,23
26,1997-08-06,Rondônia,4040.46,Ensino Médio,0,Casado,Tecnologia,8
63,1960-04-13,Goiás,7973.16,Ensino Médio,0,Casado,Educação,9
39,1984-07-19,Rio de Janeiro,6711.14,Ensino Superior,0,Casado,Tecnologia,8
21,2003-02-03,Pernambuco,2531.48,Ensino Médio,1,Casado,Educação,3
47,1976-11-20,Alagoas,2433.96,Ensino Fundamental,1,Casado,Educação,13
24,1999-10-11,Tocantins,1830.01,Ensino Fundamental,1,Casado,Comércio,2
73,1950-07-27,Tocantins,7505.0,Ensino Superior,1,Casado,Comércio,42
37,1986-07-11,Rio de Janeiro,4372.93,Ensino Médio,2,Solteiro,Comércio,6
59,1964-07-11,São Paulo,6802.84,Ensino Médio,1,Casado,Saúde,15
49,1974-06-16,Sergipe,6567.89,Ensino Superior,1,Casado,Comércio,1
45,1979-03-15,Rondônia,5015.97,Ensino Médio,4,Casado,Comércio,24
52,1971-12-27,Maranhão,2211.13,Ensino Fundamental,0,Casado,Educação,8
20,2003-05-14,Amapá,5017.04,Ensino Médio,0,Solteiro,Tecnologia,2
49,1975-03-07,Tocantins,9757.57,Ensino Médio,3,Casado,Saúde,21
43,1980-11-05,Paraná,4973.38,Ensino Superior,0,Casado,Educação,18
43,1981-01-10,Roraima,6661.54,Ensino Médio,0,Casado,Indústria,5
43,1980-12-11,Rio Grande do Sul,6926.58,Ensino Médio,3,Casado,Indústria,1
50,1973-10-21,Santa Catarina,8953.61,Ensino Superior,1,Solteiro,Indústria,11
59,1965-01-17,Mato Grosso do Sul,2800.9,Ensino Fundamental,0,Casado,Comércio,7
48,1975-06-10,Maranhão,7151.39,Ensino Fundamental,1,Casado,Tecnologia,20
41,1982-10-19,Sergipe,10348.2,Ensino Médio,0,Casado,Saúde,16
62,1961-05-16,Pernambuco,11975.52,Ensino Médio,1,Casado,Saúde,40
20,2003-09-29,Bahia,6596.65,Pós-graduação,1,Divorciado,Educação,1
22,2001-09-21,Espírito Santo,3530.84,Ensino Fundamental,0,Divorciado,Saúde,3
19,2004-08-25,Amapá,10450.74,Ensino Superior,0,Solteiro,Tecnologia,1
26,1998-03-19,Pará,13568.04,Pós-graduação,1,Casado,Indústria,3
58,1965-04-27,Mato Grosso do Sul,5967.04,Ensino Médio,0,Casado,Educação,17
22,2001-11-24,Bahia,5241.01,Ensino Superior,0,Casado,Tecnologia,0
24,2000-01-30,Pará,7970.11,Ensino Superior,1,Casado,Comércio,2
27,1997-01-25,Amazonas,2318.63,Ensino Fundamental,1,Casado,Saúde,6
39,1984-08-16,Distrito Federal,3306.79,Ensino Médio,0,Solteiro,Indústria,9
29,1994-06-23,Santa Catarina,5845.08,Ensino Médio,1,Solteiro,Comércio,3
23,2000-12-18,Amapá,3525.76,Ensino Fundamental,2,Casado,Educação,3
22,2001-07-07,Tocantins,8426.16,Ensino Superior,1,Casado,Educação,0
47,1976-06-03,Paraíba,9306.35,Ensino Superior,0,Casado,Educação,8
70,1953-12-17,Pará,5170.36,Ensino Médio,0,Solteiro,Tecnologia,0
27,1996-09-19,Pernambuco,3778.51,Ensino Médio,4,Solteiro,Educação,5
60,1963-05-11,Acre,6523.44,Ensino Médio,0,Solteiro,Tecnologia,13
22,2001-06-30,Espírito Santo,2427.29,Ensino Médio,0,Casado,Educação,4
28,1995-11-26,Mato Grosso,3625.51,Ensino Médio,2,Solteiro,Saúde,10
45,1978-10-29,Pernambuco,16528.38,Ensino Superior,1,Casado,Indústria,22
28,1995-04-27,Ceará,1905.02,Ensino Fundamental,2,Solteiro,Comércio,1
26,1997-10-12,Amazonas,6511.57,Ensino Superior,0,Casado,Indústria,3
39,1984-05-11,Acre,6534.46,Ensino Médio,0,Solteiro,Comércio,4
62,1961-11-30,Bahia,14295.86,Ensino Médio,1,Casado,Saúde,29
31,1993-04-01,Pará,6215.83,Ensino Médio,0,Casado,Tecnologia,12
30,1993-04-13,Bahia,5127.2,Ensino Médio,2,Solteiro,Saúde,12
41,1983-01-02,Ceará,7027.83,Ensino Médio,0,Casado,Comércio,22
37,1986-04-14,Ceará,10355.99,Ensino Médio,2,Solteiro,Tecnologia,17
65,1959-02-25,Tocantins,5513.15,Ensino Médio,3,Casado,Saúde,8
65,1958-05-04,Santa Catarina,12159.03,Ensino Superior,1,Casado,Saúde,10
22,2001-05-31,Ceará,4420.53,Ensino Médio,0,Solteiro,Saúde,4
25,1998-09-23,Pernambuco,3669.29,Ensino Fundamental,0,Casado,Educação,7
42,1982-01-15,Piauí,7693.3,Ensino Superior,0,Divorciado,Tecnologia,10
27,1996-06-06,Santa Catarina,7568.89,Ensino Médio,0,Casado,Saúde,9
41,1982-12-31,Rio de Janeiro,13607.28,Ensino Superior,2,Solteiro,Tecnologia,9
22,2002-03-03,Sergipe,1717.67,Ensino Fundamental,0,Casado,Indústria,1
18,2006-01-26,Mato Grosso do Sul,2193.0,Ensino Médio,0,Solteiro,Comércio,0
36,1987-05-07,Piauí,7559.05,Ensino Médio,1,Solteiro,Indústria,14
31,1993-01-18,Pará,3342.83,Ensino Médio,1,Casado,Educação,11
28,1995-09-11,Amazonas,4992.31,Ensino Médio,0,Casado,Educação,7
26,1998-01-04,Acre,7255.0,Ensino Médio,0,Casado,Saúde,1
45,1978-05-18,Sergipe,2384.77,Ensino Fundamental,4,Casado,Indústria,10
64,1959-11-08,Acre,6340.49,Ensino Médio,0,Casado,Tecnologia,31
25,1998-04-19,Piauí,3993.24,Ensino Superior,1,Casado,Indústria,1
57,1966-12-06,Piauí,9373.73,Ensino Superior,1,Solteiro,Comércio,16
56,1967-11-28,Pará,7712.64,Ensino Médio,0,Casado,Tecnologia,3
20,2003-07-23,Acre,3652.47,Ensino Médio,0,Casado,Educação,2
36,1987-07-03,Paraná,8568.17,Ensino Médio,0,Solteiro,Saúde,7
34,1989-10-03,Amazonas,5123.37,Ensino Médio,0,Casado,Indústria,9
30,1993-09-17,Mato Grosso,2796.44,Ensino Médio,1,Viúvo,Indústria,3
60,1963-11-19,Goiás,9157.6,Ensino Médio,0,Casado,Tecnologia,42
34,1989-07-05,Rondônia,2990.13,Ensino Médio,0,Solteiro,Comércio,8
30,1993-10-22,Ceará,5683.83,Ensino Superior,1,Casado,Saúde,11
30,1993-08-06,Distrito Federal,3092.87,Ensino Médio,2,Solteiro,Comércio,2
39,1984-07-04,Tocantins,15945.12,Pós-graduação,2,Solteiro,Indústria,14
22,2001-09-25,Paraíba,5707.78,Ensino Médio,0,Casado,Tecnologia,4
39,1984-12-21,Piauí,5492.98,Ensino Médio,0,Casado,Educação,21
45,1978-09-19,Minas Gerais,6487.24,Ensino Superior,0,Casado,Indústria,13
23,2001-01-06,Paraíba,3482.14,Ensino Médio,0,Casado,Tecnologia,4
24,1999-11-14,Minas Gerais,4719.19,Ensino Médio,0,Casado,Educação,5
47,1976-05-13,Sergipe,6650.44,Ensino Médio,0,Casado,Indústria,27
31,1992-05-26,Distrito Federal,9203.72,Ensino Médio,2,Casado,Tecnologia,3
29,1994-05-28,Santa Catarina,5344.36,Ensino Médio,1,Casado,Educação,8
32,1991-07-02,Piauí,5015.65,Ensino Médio,1,Casado,Indústria,4
37,1986-05-24,Paraná,3745.74,Ensino Médio,1,Divorciado,Tecnologia,9
50,1973-08-23,Tocantins,4178.09,Ensino Fundamental,3,Casado,Tecnologia,9
32,1992-02-20,Maranhão,8501.67,Ensino Superior,0,Casado,Educação,3
25,1999-01-24,Paraná,6477.76,Ensino Médio,2,Solteiro,Indústria,7
